Table 78,,,,,,
Full-time Law Enforcement Employees ,,,,,,
"by State by City, 2006",,,,,,
State,City,Total law enforcement employees,Total officers,Total civilians,,
,Pikeville,3,3,0,,
,Piperton,8,7,1,,
,Pittman Center,1,1,0,,
,Pleasant View,4,4,0,,
,Portland,31,25,6,,
,Powells Crossroads,2,2,0,,
,Pulaski,28,25,3,,
,Puryear,2,2,0,,
,Red Bank,24,22,2,,
,Red Boiling Springs,5,5,0,,
,Ridgely,6,5,1,,
,Ridgetop,6,6,0,,
,Ripley,31,25,6,,
,Rockwood,15,14,1,,
,Rogersville,15,14,1,,
,Rossville,4,4,0,,
,Rutherford,4,4,0,,
,Rutledge,6,4,2,,
,Savannah,27,16,11,,
,Scotts Hill,2,2,0,,
,Selmer,18,16,2,,
,Sevierville,59,47,12,,
,Sewanee,13,8,5,,
,Sharon,3,3,0,,
,Shelbyville,49,39,10,,
,Signal Mountain,14,13,1,,
,Smithville,10,9,1,,
,Smyrna,98,70,28,,
,Sneedville,1,1,0,,
,Soddy-Daisy,28,23,5,,
,Somerville,9,8,1,,
,South Carthage,4,4,0,,
,South Fulton,7,5,2,,
,South Pittsburg,7,7,0,,
,Sparta,16,15,1,,
,Spencer,2,2,0,,
,Spring City,6,6,0,,
,Springfield,53,38,15,,
,Spring Hill,45,32,13,,
,St. Joseph,1,1,0,,
,Surgoinsville,3,3,0,,
,Sweetwater,20,18,2,,
,Tazewell,6,6,0,,
,Tellico Plains,4,4,0,,
,Tiptonville,7,7,0,,
,Toone,1,1,0,,
,Townsend,3,3,0,,
,Tracy City,4,4,0,,
,Trenton,25,17,8,,
,Trezevant,1,1,0,,
,Trimble,2,2,0,,
,Troy,4,4,0,,
,Tullahoma,40,35,5,,
,Tusculum,2,2,0,,
,Union City,44,36,8,,
,Vonore,12,11,1,,
,Wartburg,3,3,0,,
,Wartrace,1,1,0,,
,Watertown,7,4,3,,
,Waverly,13,12,1,,
,Waynesboro,9,9,0,,
,Westmoreland,10,5,5,,
,White Bluff,3,3,0,,
,White House,27,18,9,,
,White Pine,9,8,1,,
,Whiteville,8,8,0,,
,Whitwell,8,5,3,,
,Winchester,24,23,1,,
,Winfield,3,3,0,,
,Woodbury,9,8,1,,
TEXAS,Abernathy,4,4,0,,
,Abilene,249,186,63,,
,Addison,76,55,21,,
,Alamo,34,24,10,,
,Alamo Heights,32,20,12,,
,Alice,48,39,9,,
,Allen,132,98,34,,
,Alpine,17,10,7,,
,Alto,4,4,0,,
,Alvarado,19,13,6,,
,Alvin,70,45,25,,
,Amarillo,386,295,91,,
,Andrews,21,15,6,,
,Angleton,48,37,11,,
,Anna,7,7,0,,
,Anson,3,3,0,,
,Anthony,12,11,1,,
,Anton,1,1,0,,
,Aransas Pass,27,19,8,,
,Arcola,7,6,1,,
,Argyle,8,8,0,,
,Arlington,738,559,179,,
,Arp,4,4,0,,
,Athens,35,26,9,,
,Atlanta,19,15,4,,
,Austin,"1,946","1,373",573,,
,Azle,30,20,10,,
,Baird,2,2,0,,
,Balch Springs,47,32,15,,
,Balcones Heights,22,17,5,,
,Ballinger,8,6,2,,
,Bangs,4,4,0,,
,Bartlett,3,3,0,,
,Bastrop,23,20,3,,
,Bay City,45,33,12,,
,Bayou Vista,5,5,0,,
,Baytown,184,127,57,,
,Beaumont,318,252,66,,
,Bedford,119,77,42,,
,Beeville,23,18,5,,
,Bellaire,55,42,13,,
,Bellmead,23,16,7,,
,Bellville,12,11,1,,
,Belton,37,28,9,,
,Benbrook,47,36,11,,
,Bertram,3,3,0,,
,Beverly Hills,12,7,5,,
,Big Sandy,6,5,1,,
,Big Spring,57,37,20,,
,Bishop,8,4,4,,
,Blanco,4,4,0,,
,Bloomburg,1,1,0,,
,Blue Mound,12,7,5,,
,Boerne,38,24,14,,
,Bogata,3,3,0,,
,Bonham,26,18,8,,
,Borger,36,26,10,,
,Bovina,2,2,0,,
,Bowie,19,14,5,,
,Brady,16,9,7,,
,Brazoria,9,5,4,,
,Breckenridge,17,12,5,,
,Bremond,1,1,0,,
,Brenham,30,27,3,,
,Bridge City,18,13,5,,
,Bridgeport,22,14,8,,
,Brookshire,13,9,4,,
,Brookside Village,5,5,0,,
,Brownfield,24,17,7,,
,Brownsville,306,232,74,,
,Brownwood,54,34,20,,
,Bruceville-Eddy,4,4,0,,
,Bryan,161,118,43,,
,Bullard,6,5,1,,
,Bulverde,10,10,0,,
,Burkburnett,23,18,5,,
,Burleson,65,49,16,,
,Burnet,14,13,1,,
,Caddo Mills,2,2,0,,
,Caldwell,10,9,1,,
,Calvert,4,4,0,,
,Cameron,14,9,5,,
,Caney City,1,1,0,,
,Canton,19,14,5,,
,Canyon,22,19,3,,
,Carrollton,217,157,60,,
,Carthage,21,14,7,,
,Castle Hills,26,20,6,,
,Castroville,11,9,2,,
,Cedar Hill,75,59,16,,
,Cedar Park,80,57,23,,
,Celina,7,7,0,,
,Center,23,15,8,,
,Childress,14,9,5,,
,Chillicothe,2,2,0,,
,Cibolo,18,16,2,,
,Cisco,8,6,2,,
,Clarksville,7,7,0,,
,Cleburne,67,51,16,,
,Cleveland,31,21,10,,
,Clifton,7,6,1,,
,Clint,5,5,0,,
,Clute,34,25,9,,
,Clyde,8,7,1,,
,Cockrell Hill,19,14,5,,
,Coffee City,2,2,0,,
,Coleman,15,9,6,,
,College Station,147,101,46,,
,Colleyville,43,33,10,,
,Collinsville,2,2,0,,
,Colorado City,12,6,6,,
,Columbus,10,9,1,,
,Comanche,6,5,1,,
,Combes,6,6,0,,
,Commerce,22,17,5,,
,Conroe,128,96,32,,
,Converse,32,29,3,,
,Coppell,69,54,15,,
,Copperas Cove,63,43,20,,
,Corinth,29,28,1,,
,Corpus Christi,636,439,197,,
,Corrigan,9,6,3,,
,Corsicana,53,40,13,,
,Cottonwood Shores,2,2,0,,
,Crane,11,7,4,,
,Crockett,17,15,2,,
,Crowell,1,1,0,,
,Crowley,31,23,8,,
,Crystal City,15,10,5,,
,Cuero,14,13,1,,
,Cuney,3,1,2,,
,Daingerfield,7,6,1,,
,Dalhart,16,13,3,,
,Dallas,"3,610","3,043",567,,
,Dalworthington Gardens,16,11,5,,
,Danbury,3,3,0,,
,Dayton,21,15,6,,
,Decatur,24,18,6,,
,Deer Park,72,51,21,,
,De Kalb,6,6,0,,
,De Leon,4,4,0,,
,Del Rio,90,66,24,,
,Denison,55,45,10,,
,Denton,205,148,57,,
,Denver City,13,8,5,,
,DeSoto,80,68,12,,
,Devine,11,9,2,,
,Diboll,19,13,6,,
,Dickinson,39,31,8,,
,Dilley,6,5,1,,
,Dimmitt,9,7,2,,
,Donna,33,22,11,,
,Double Oak,6,6,0,,
,Driscoll,3,2,1,,
,Dublin,7,6,1,,
,Dumas,28,24,4,,
,Duncanville,69,57,12,,
,Eagle Lake,9,8,1,,
,Early,8,7,1,,
,Earth,2,2,0,,
,Eastland,11,9,2,,
,East Mountain,1,1,0,,
,Edcouch,13,9,4,,
,Eden,4,4,0,,
,Edgewood,4,4,0,,
,Edinburg,137,100,37,,
,Edna,11,9,2,,
,El Campo,33,24,9,,
,Electra,12,7,5,,
,Elgin,22,17,5,,
,El Paso,"1,444","1,098",346,,
,Elsa,18,12,6,,
,Ennis,39,34,5,,
,Euless,117,79,38,,
,Everman,17,12,5,,
,Fairfield,10,10,0,,
,Fair Oaks Ranch,13,13,0,,
,Falfurrias,12,11,1,,
,Farmers Branch,100,70,30,,
,Farmersville,7,7,0,,
,Ferris,12,8,4,,
,Flatonia,4,4,0,,
,Florence,3,3,0,,
,Floresville,15,14,1,,
,Flower Mound,99,66,33,,
,Floydada,7,7,0,,
,Forest Hill,29,25,4,,
,Forney,26,16,10,,
,Fort Stockton,28,21,7,,
,Fort Worth,"1,733","1,368",365,,
,Frankston,4,3,1,,
,Fredericksburg,29,25,4,,
,Freeport,34,24,10,,
,Freer,11,5,6,,
,Friendswood,68,51,17,,
,Friona,10,6,4,,
,Frisco,142,98,44,,
,Gainesville,50,38,12,,
,Galena Park,23,18,5,,
,Galveston,193,143,50,,
,Ganado,4,3,1,,
,Garland,460,329,131,,
,Gatesville,22,16,6,,
,Georgetown,80,59,21,,
,Giddings,19,13,6,,
,Gilmer,20,17,3,,
,Gladewater,21,15,6,,
,Glenn Heights,18,13,5,,
,Godley,4,4,0,,
,Gonzales,24,17,7,,
,Gorman,3,3,0,,
,Graham,21,19,2,,
,Granbury,32,26,6,,
,Grand Prairie,302,205,97,,
,Grand Saline,7,7,0,,
,Granger,3,3,0,,
,Granite Shoals,16,8,8,,
,Grapeland,3,2,1,,
,Grapevine,128,91,37,,
,Greenville,68,48,20,,
,Gregory,3,3,0,,
,Groesbeck,8,8,0,,
,Groves,20,19,1,,
,Gruver,2,2,0,,
,Gun Barrel City,21,16,5,,
,Hale Center,3,3,0,,
,Hallettsville,7,6,1,,
,Hallsville,4,4,0,,
,Haltom City,94,71,23,,
,Hamlin,8,4,4,,
,Harker Heights,50,37,13,,
,Harlingen,146,115,31,,
,Hart,2,2,0,,
,Haskell,4,4,0,,
,Hawk Cove,1,1,0,,
,Hawkins,5,5,0,,
,Hawley,3,2,1,,
,Hearne,18,11,7,,
,Heath,15,14,1,,
,Hedwig Village,22,17,5,,
,Helotes,17,15,2,,
,Hemphill,3,3,0,,
,Hempstead,17,15,2,,
,Henderson,41,34,7,,
,Hereford,28,22,6,,
,Hewitt,30,22,8,,
,Hickory Creek,11,11,0,,
,Hidalgo,49,35,14,,
,Highland Park,66,53,13,,
,Highland Village,32,25,7,,
,Hill Country Village,10,10,0,,
,Hillsboro,29,20,9,,
,Hitchcock,13,9,4,,
,Holliday,3,3,0,,
,Hollywood Park,11,10,1,,
,Hondo,20,18,2,,
,Hooks,5,5,0,,
,Horizon City,13,12,1,,
,Horseshoe Bay,14,13,1,,
,Houston,"6,223","4,781","1,442",,
,Howe,7,7,0,,
,Hubbard,4,4,0,,
,Hudson,6,5,1,,
,Hudson Oaks,12,12,0,,
,Humble,75,57,18,,
,Huntsville,55,48,7,,
,Hurst,115,71,44,,
,Hutchins,21,16,5,,
,Hutto,17,14,3,,
,Idalou,3,3,0,,
,Ingleside,22,15,7,,
,Ingram,6,5,1,,
,Iowa Park,18,11,7,,
,Irving,457,323,134,,
,Italy,5,4,1,,
,Itasca,6,6,0,,
,Jacinto City,25,19,6,,
,Jacksboro,14,9,5,,
,Jacksonville,33,23,10,,
,Jasper,31,22,9,,
,Jefferson,8,7,1,,
,Jersey Village,35,25,10,,
,Johnson City,4,4,0,,
,Jones Creek,4,4,0,,
,Jonestown,8,7,1,,
,Joshua,14,13,1,,
,Jourdanton,8,8,0,,
,Junction,5,5,0,,
,Karnes City,7,6,1,,
,Katy,60,43,17,,
,Kaufman,23,17,6,,
,Keene,15,11,4,,
,Keller,71,49,22,,
,Kemah,25,20,5,,
,Kemp,6,6,0,,
,Kempner,1,1,0,,
,Kenedy,9,6,3,,
,Kennedale,26,20,6,,
,Kermit,17,10,7,,
,Kerrville,64,48,16,,
,Kilgore,40,31,9,,
,Killeen,232,177,55,,
,Kingsville,64,49,15,,
,Kirby,16,12,4,,
,Kirbyville,6,6,0,,
,Knox City,1,1,0,,
,Kountze,7,6,1,,
,Kress,1,1,0,,
,Kyle,28,19,9,,
,Lacy-Lakeview,21,13,8,,
,La Feria,16,12,4,,
,Lago Vista,20,13,7,,
,La Grange,8,8,0,,
,Laguna Vista,6,6,0,,
,Lake Dallas,20,12,8,,
,Lake Jackson,58,43,15,,
,Lakeside,4,4,0,,
,Lakeview,16,12,4,,
,Lakeway,32,25,7,,
,Lake Worth,33,25,8,,
,La Marque,38,28,10,,
,Lamesa,21,15,6,,
,Lampasas,24,16,8,,
,Lancaster,65,50,15,,
,Laredo,480,399,81,,
,La Vernia,4,4,0,,
,Lavon,6,5,1,,
,League City,122,89,33,,
,Leander,36,25,11,,
,Leon Valley,29,21,8,,
,Levelland,32,22,10,,
,Lewisville,180,131,49,,
,Lexington,4,4,0,,
,Liberty,17,10,7,,
,Lindale,17,13,4,,
,Linden,6,5,1,,
,Little Elm,33,28,5,,
,Littlefield,20,13,7,,
,Live Oak,43,29,14,,
,Livingston,21,15,6,,
,Llano,10,8,2,,
,Lockhart,33,24,9,,
,Lockney,3,3,0,,
,Lone Star,7,6,1,,
,Longview,172,151,21,,
,Lorena,7,6,1,,
,Lorenzo,2,2,0,,
,Los Fresnos,19,14,5,,
,Lubbock,487,368,119,,
,Lufkin,95,73,22,,
,Luling,25,15,10,,
,Lumberton,17,15,2,,
,Lytle,5,5,0,,
,Madisonville,11,9,2,,
,Magnolia,10,9,1,,
,Malakoff,5,5,0,,
,Manor,15,13,2,,
,Mansfield,173,75,98,,
,Manvel,14,7,7,,
,Marble Falls,35,23,12,,
,Marfa,3,3,0,,
,Marion,4,3,1,,
,Marshall,69,52,17,,
,Marshall Creek,1,1,0,,
,Mart,3,3,0,,
,Martindale,5,5,0,,
,Mathis,13,7,6,,
,McAllen,393,261,132,,
,McGregor,18,11,7,,
,McKinney,161,129,32,,
,Meadows Place,16,15,1,,
,Melissa,9,8,1,,
,Memorial Villages,39,32,7,,
,Memphis,4,3,1,,
,Mercedes,35,28,7,,
,Meridian,3,2,1,,
,Merkel,4,4,0,,
,Mesquite,292,220,72,,
,Mexia,29,18,11,,
,Midland,207,158,49,,
,Midlothian,35,26,9,,
,Milford,5,5,0,,
,Mineola,14,12,2,,
,Mineral Wells,35,28,7,,
,Mission,157,115,42,,
,Missouri City,100,73,27,,
,Monahans,16,10,6,,
,Mont Belvieu,15,10,5,,
,Morgans Point Resort,8,7,1,,
,Mount Pleasant,35,25,10,,
,Muleshoe,12,7,5,,
,Munday,1,1,0,,
,Murphy,28,20,8,,
,Mustang Ridge,3,3,0,,
,Nacogdoches,74,57,17,,
,Nash,8,8,0,,
,Nassau Bay,14,13,1,,
,Navasota,25,17,8,,
,Nederland,32,21,11,,
,Needville,5,5,0,,
,New Boston,13,9,4,,
,New Braunfels,103,83,20,,
,New Deal,3,2,1,,
,Nocona,9,6,3,,
,Nolanville,8,8,0,,
,Northlake,7,7,0,,
,North Richland Hills,156,109,47,,
,Oak Ridge,4,2,2,,
,Oak Ridge North,17,17,0,,
,Odessa,210,152,58,,
,O'Donnell,1,1,0,,
,Olmos Park,12,12,0,,
,Olney,9,5,4,,
,Olton,3,3,0,,
,Onalaska,6,6,0,,
,Orange,56,42,14,,
,Orange Grove,6,5,1,,
,Overton,8,5,3,,
,Ovilla,10,9,1,,
,Oyster Creek,9,6,3,,
,Paducah,6,1,5,,
,Palacios,15,11,4,,
,Palestine,39,31,8,,
,Palmer,9,8,1,,
,Pampa,37,25,12,,
,Panhandle,3,3,0,,
,Pantego,17,12,5,,
,Paris,82,62,20,,
,Parker,7,7,0,,
,Pasadena,334,256,78,,
,Pearland,127,100,27,,
,Pearsall,13,11,2,,
,Pecos,40,17,23,,
,Pelican Bay,4,4,0,,
,Penitas,11,6,5,,
,Perryton,14,8,6,,
,Pflugerville,66,51,15,,
,Pharr,150,109,41,,
,Pilot Point,9,9,0,,
,Pinehurst,10,6,4,,
,Pineland,2,2,0,,
,Pittsburg,11,10,1,,
,Plainview,40,32,8,,
,Plano,483,333,150,,
,Pleasanton,23,17,6,,
,Point Comfort,1,1,0,,
,Ponder,2,2,0,,
,Port Aransas,22,14,8,,
,Port Arthur,139,108,31,,
,Port Isabel,24,19,5,,
,Portland,32,21,11,,
,Port Lavaca,25,19,6,,
,Port Neches,21,18,3,,
,Poteet,6,6,0,,
,Pottsboro,6,6,0,,
,Premont,5,5,0,,
,Primera,7,6,1,,
,Princeton,12,11,1,,
,Progreso,11,9,2,,
,Prosper,8,7,1,,
,Queen City,5,5,0,,
,Quinlan,3,3,0,,
,Quitman,6,6,0,,
,Ranger,5,5,0,,
,Ransom Canyon,3,3,0,,
,Red Oak,32,22,10,,
,Refugio,11,8,3,,
,Reno,5,4,1,,
,Richardson,231,142,89,,
,Richland Hills,25,19,6,,
,Richmond,42,33,9,,
,Richwood,7,6,1,,
,Riesel,3,3,0,,
,Rio Grande City,30,23,7,,
,River Oaks,24,18,6,,
,Roanoke,33,23,10,,
,Robinson,25,17,8,,
,Robstown,28,21,7,,
,Rockdale,16,11,5,,
,Rockport,24,22,2,,
,Rockwall,78,61,17,,
,Rollingwood,6,6,0,,
,Roma,32,24,8,,
,Roman Forest,6,6,0,,
,Ropesville,1,1,0,,
,Roscoe,1,1,0,,
,Rosebud,3,3,0,,
,Rose City,2,1,1,,
,Rosenberg,76,60,16,,
,Round Rock,173,126,47,,
,Rowlett,102,72,30,,
,Royse City,15,13,2,,
,Runaway Bay,3,3,0,,
,Rusk,13,11,2,,
,Sabinal,3,3,0,,
,Sachse,37,24,13,,
,Saginaw,35,30,5,,
,Salado,4,4,0,,
,San Angelo,176,150,26,,
,San Antonio,"2,516","1,993",523,,
,San Augustine,7,6,1,,
,San Benito,46,44,2,,
,San Diego,5,4,1,,
,Sanger,14,13,1,,
,San Juan,49,39,10,,
,San Marcos,111,79,32,,
,San Saba,5,4,1,,
,Sansom Park Village,15,11,4,,
,Santa Anna,3,3,0,,
,Santa Fe,24,18,6,,
,Santa Rosa,4,4,0,,
,Seabrook,36,30,6,,
,Seadrift,2,2,0,,
,Seagoville,28,20,8,,
,Seagraves,4,3,1,,
,Sealy,16,13,3,,
,Seguin,61,45,16,,
,Selma,22,20,2,,
,Seminole,12,11,1,,
,Seven Points,10,6,4,,
,Seymour,10,7,3,,
,Shallowater,5,5,0,,
,Shamrock,10,3,7,,
,Shavano Park,14,13,1,,
,Shenandoah,25,23,2,,
,Sherman,81,57,24,,
,Sinton,11,10,1,,
,Slaton,16,10,6,,
,Smithville,12,9,3,,
,Snyder,20,18,2,,
,Socorro,31,21,10,,
,Somerset,2,2,0,,
,Somerville,5,5,0,,
,Sonora,5,3,2,,
,Sour Lake,6,5,1,,
,South Houston,36,27,9,,
,South Padre Island,34,25,9,,
,Southside Place,11,7,4,,
,Spearman,4,4,0,,
,Springtown,15,11,4,,
,Spring Valley,21,16,5,,
,Spur,1,1,0,,
,Stafford,50,37,13,,
,Stanton,5,5,0,,
,Stephenville,45,33,12,,
,Stratford,3,3,0,,
,Sugar Land,176,126,50,,
,Sulphur Springs,40,31,9,,
,Sunset Valley,10,10,0,,
,Surfside Beach,6,5,1,,
,Sweeny,6,6,0,,
,Sweetwater,27,22,5,,
,Taft,7,7,0,,
,Tahoka,4,4,0,,
,Tatum,5,4,1,,
,Taylor,37,27,10,,
,Teague,6,5,1,,
,Temple,155,130,25,,
,Terrell,49,34,15,,
,Terrell Hills,12,12,0,,
,Texarkana,104,92,12,,
,Texas City,106,84,22,,
,The Colony,67,46,21,,
,Thorndale,2,2,0,,
,Thrall,3,3,0,,
,Three Rivers,7,6,1,,
,Tioga,1,1,0,,
,Tolar,1,1,0,,
,Tomball,49,38,11,,
,Tool,9,7,2,,
,Trinity,10,6,4,,
,Trophy Club,13,12,1,,
,Troup,7,6,1,,
,Tulia,11,6,5,,
,Tye,4,4,0,,
,Tyler,227,178,49,,
,Universal City,37,27,10,,
,University Park,50,37,13,,
,Uvalde,41,30,11,,
,Valley View,1,1,0,,
,Van,6,6,0,,
,Van Alstyne,13,9,4,,
,Vernon,29,22,7,,
,Victoria,140,104,36,,
,Vidor,29,22,7,,
,Waco,326,228,98,,
,Waelder,4,4,0,,
,Wake Village,7,6,1,,
,Waller,9,8,1,,
,Wallis,2,2,0,,
,Watauga,49,35,14,,
,Waxahachie,61,47,14,,
,Weatherford,71,53,18,,
,Webster,59,44,15,,
,Weimar,7,6,1,,
,Wells,2,1,1,,
,Weslaco,95,66,29,,
,West,6,6,0,,
,West Columbia,14,7,7,,
,West Lake Hills,19,13,6,,
,West Orange,10,9,1,,
,Westover Hills,13,11,2,,
,West Tawakoni,7,7,0,,
,West University Place,32,22,10,,
,Westworth,17,11,6,,
,Wharton,33,24,9,,
,Whitehouse,23,15,8,,
,White Oak,17,13,4,,
,Whitesboro,11,7,4,,
,White Settlement,44,30,14,,
,Whitney,13,7,6,,
,Wichita Falls,259,169,90,,
,Willis,15,13,2,,
,Willow Park,10,9,1,,
,Wills Point,10,9,1,,
,Wilmer,17,12,5,,
,Windcrest,22,15,7,,
,Wink,1,1,0,,
,Winnsboro,13,9,4,,
,Winters,4,4,0,,
,Wolfforth,9,8,1,,
,Woodville,8,7,1,,
,Woodway,34,25,9,,
,Wortham,2,2,0,,
,Wylie,40,37,3,,
,Yoakum,17,10,7,,
,Yorktown,3,3,0,,
UTAH,Alpine/Highland,19,17,2,,
,Alta,8,4,4,,
,American Fork,37,32,5,,
,Big Water,1,1,0,,
,Blanding,6,5,1,,
,Bountiful,48,34,14,,
,Brian Head,5,5,0,,
,Brigham City,29,24,5,,
,Cedar City,41,34,7,,
,Centerville,19,16,3,,
,Clearfield,44,31,13,,
,Clinton,16,15,1,,
,Draper,38,31,7,,
,East Carbon,3,3,0,,
,Ephraim,5,5,0,,
,Fairview,1,1,0,,
,Farmington,15,12,3,,
,Garland,4,4,0,,
,Grantsville,12,9,3,,
,Gunnison,2,2,0,,
,Harrisville,9,8,1,,
,Heber,16,14,2,,
,Helper,6,6,0,,
,Hildale,6,5,1,,
,Hurricane,19,14,5,,
,Ivins,8,7,1,,
,Kamas,2,2,0,,
,Kanab,9,7,2,,
,Kaysville,21,19,2,,
,La Verkin,5,4,1,,
,Layton,98,71,27,,
,Lehi,33,30,3,,
,Logan,90,58,32,,
,Mantua,1,1,0,,
,Mapleton,8,7,1,,
,Midvale,50,44,6,,
,Minersville,1,1,0,,
,Moab,16,12,4,,
,Monticello,5,4,1,,
,Moroni,1,1,0,,
,Mount Pleasant,5,5,0,,
,Murray,89,70,19,,
,Naples,7,6,1,,
,Nephi,11,9,2,,
,North Ogden,19,16,3,,
,North Park,11,9,2,,
,North Salt Lake,16,14,2,,
,Ogden,157,127,30,,
,Orem,120,88,32,,
,Park City,37,28,9,,
,Parowan,3,3,0,,
,Payson,18,17,1,,
,Perry,6,6,0,,
,Pleasant Grove/Lindon,40,32,8,,
,Pleasant View,8,7,1,,
,Price,18,16,2,,
,Provo,146,93,53,,
,Richfield,15,13,2,,
,Riverdale,22,18,4,,
,Roosevelt,11,10,1,,
,Roy,45,39,6,,
,Salem,8,7,1,,
,Salina,5,4,1,,
,Salt Lake City,598,401,197,,
,Sandy,145,114,31,,
,Santaquin/Genola,8,8,0,,
,Smithfield,8,7,1,,
,South Jordan,50,44,6,,
,South Ogden,29,24,5,,
,South Salt Lake,88,62,26,,
,Spanish Fork,27,25,2,,
,Springville,32,24,8,,
,St. George,121,93,28,,
,Stockton,1,1,0,,
,Sunset,9,8,1,,
,Syracuse,19,17,2,,
,Taylorsville City,61,55,6,,
,Tooele,32,27,5,,
,Tremonton,10,9,1,,
,Vernal,22,19,3,,
,Washington,19,16,3,,
,Wellington,4,4,0,,
,Wendover,5,4,1,,
,West Bountiful,10,9,1,,
,West Jordan,127,92,35,,
,West Valley,223,177,46,,
,Willard,2,2,0,,
,Woods Cross,13,11,2,,
VERMONT,Barre,24,17,7,,
,Barre Town,9,8,1,,
,Bellows Falls,12,8,4,,
,Bennington,32,25,7,,
,Berlin,9,8,1,,
,Brandon,8,7,1,,
,Brattleboro,44,28,16,,
,Bristol,3,3,0,,
,Burlington,127,96,31,,
,Castleton,3,3,0,,
,Chester,5,4,1,,
,Colchester,33,26,7,,
,Dover,5,4,1,,
,Essex,33,27,6,,
,Fair Haven,3,3,0,,
,Hardwick,8,7,1,,
,Hartford,28,20,8,,
,Hinesburg,3,3,0,,
,Ludlow,9,5,4,,
,Lyndonville,1,1,0,,
,Manchester,12,8,4,,
,Middlebury,15,13,2,,
,Milton,15,14,1,,
,Montpelier,23,15,8,,
,Morristown,10,10,0,,
,Newport,12,10,2,,
,Northfield,8,7,1,,
,Norwich,6,5,1,,
,Randolph,6,6,0,,
,Richmond,5,5,0,,
,Rutland,50,41,9,,
,Shelburne,17,11,6,,
,South Burlington,45,37,8,,
,Springfield,21,16,5,,
,St. Albans,26,18,8,,
,St. Johnsbury,16,11,5,,
,Stowe,15,12,3,,
,Swanton,5,4,1,,
,Thetford,2,2,0,,
,Vergennes,4,4,0,,
,Vernon,4,3,1,,
,Waterbury,4,4,0,,
,Weathersfield,1,1,0,,
,Williston,17,15,2,,
,Wilmington,6,5,1,,
,Windsor,10,7,3,,
,Winhall,7,6,1,,
,Winooski,23,16,7,,
,Woodstock,6,5,1,,
VIRGINIA,Abingdon,24,22,2,,
,Alexandria,449,322,127,,
,Altavista,11,11,0,,
,Amherst,5,5,0,,
,Appalachia,5,5,0,,
,Ashland,24,22,2,,
,Bedford,31,27,4,,
,Berryville,10,9,1,,
,Big Stone Gap,18,16,2,,
,Blacksburg,73,57,16,,
,Blackstone,15,11,4,,
,Bluefield,21,16,5,,
,Boykins,1,1,0,,
,Bridgewater,9,9,0,,
,Bristol,74,54,20,,
,Broadway,4,4,0,,
,Brookneal,2,2,0,,
,Buena Vista,15,14,1,,
,Burkeville,1,1,0,,
,Cape Charles,5,5,0,,
,Cedar Bluff,3,3,0,,
,Charlottesville,138,113,25,,
,Chase City,11,10,1,,
,Chatham,4,4,0,,
,Chesapeake,519,343,176,,
,Chilhowie,6,6,0,,
,Chincoteague,14,10,4,,
,Christiansburg,61,46,15,,
,Clarksville,9,8,1,,
,Clifton Forge,16,10,6,,
,Clinchco,2,2,0,,
,Clintwood,3,3,0,,
,Coeburn,8,7,1,,
,Colonial Beach,16,11,5,,
,Colonial Heights,48,44,4,,
,Courtland,3,1,2,,
,Covington,27,16,11,,
,Crewe,5,5,0,,
,Culpeper,49,41,8,,
,Damascus,6,6,0,,
,Danville,136,126,10,,
,Dayton,7,7,0,,
,Dublin,10,9,1,,
,Dumfries,17,15,2,,
,Edinburg,1,1,0,,
,Elkton,8,7,1,,
,Emporia,35,26,9,,
,Exmore,7,7,0,,
,Fairfax City,79,63,16,,
,Falls Church,40,29,11,,
,Farmville,39,26,13,,
,Franklin,37,25,12,,
,Fredericksburg,91,66,25,,
,Fries,1,1,0,,
,Front Royal,45,36,9,,
,Galax,39,24,15,,
,Gate City,6,6,0,,
,Glade Spring,1,1,0,,
,Glasgow,1,1,0,,
,Glen Lyn,1,1,0,,
,Gordonsville,6,6,0,,
,Gretna,4,4,0,,
,Grottoes,4,4,0,,
,Grundy,6,6,0,,
,Halifax,5,5,0,,
,Hampton,395,284,111,,
,Harrisonburg,93,79,14,,
,Haymarket,6,5,1,,
,Haysi,2,2,0,,
,Herndon,70,56,14,,
,Hillsville,12,11,1,,
,Honaker,3,2,1,,
,Hopewell,63,49,14,,
,Hurt,2,2,0,,
,Independence,2,2,0,,
,Jonesville,3,3,0,,
,Kenbridge,9,8,1,,
,Kilmarnock,4,4,0,,
,La Crosse,2,2,0,,
,Lawrenceville,5,5,0,,
,Lebanon,12,11,1,,
,Leesburg,83,65,18,,
,Lexington,17,15,2,,
,Louisa,5,5,0,,
,Luray,13,11,2,,
,Lynchburg,230,159,71,,
,Manassas,115,89,26,,
,Manassas Park,37,28,9,,
,Marion,21,19,2,,
,Martinsville,59,53,6,,
,McKenney,1,1,0,,
,Middleburg,4,4,0,,
,Middletown,2,2,0,,
,Mount Jackson,4,4,0,,
,Narrows,4,4,0,,
,New Market,4,4,0,,
,Newport News,534,392,142,,
,Norfolk,844,729,115,,
,Norton,22,16,6,,
,Occoquan,1,1,0,,
,Onancock,4,4,0,,
,Onley,3,3,0,,
,Orange,17,15,2,,
,Parksley,3,3,0,,
,Pearisburg,8,7,1,,
,Pembroke,2,2,0,,
,Pennington Gap,6,6,0,,
,Petersburg,142,98,44,,
,Pocahontas,1,1,0,,
,Poquoson,26,21,5,,
,Portsmouth,352,248,104,,
